GEOID,POPULATION,coverage_pct,pop_with_access,COMMUTERS_TOTAL,TRANSIT_COMMUTERS,HOUSEHOLDS_TOTAL,ZERO_VEH_HH,transit_commuter_share,zero_vehicle_share,MEDIAN_RENT_PER_ROOM,min_grocery_minutes,min_transit_minutes,min_access_minutes,min_grocery_minutes_fb_1,min_grocery_minutes_fb_2,min_grocery_minutes_fb_3,min_grocery_minutes_fb_4,min_grocery_minutes_fb_5,min_access_minutes_fb_1,min_access_minutes_fb_2,min_access_minutes_fb_3,min_access_minutes_fb_4,min_access_minutes_fb_5
g1,3513,0.0,0,1971,15,1423,34,0.0076103500761035,0.023893183415319746,0.010773078365029647,86.73648738674035,30.107551887205318,30.107551887205318,86.73648738674035,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,30.107551887205318,30.107551887205318,0.0,0.0,0.0
g2,2208,0.0,0,1231,13,900,20,0.010560519902518278,0.022222222222222223,0.00273954678029132,86.73648738674035,30.107551887205318,30.107551887205318,86.73648738674035,7.4535599249993,7.4535599249993,7.4535599249993,7.4535599249993,30.107551887205318,30.107551887205318,3.3333333333333335,3.3333333333333335,3.3333333333333335
g3,102,0.0,0,54,2,44,1,0.037037037037037035,0.022727272727272728,0.0008218391425111347,86.73648738674035,30.107551887205318,30.107551887205318,86.73648738674035,9.428090415820634,9.428090415820634,9.428090415820634,9.428090415820634,30.107551887205318,30.107551887205318,6.666666666666667,6.666666666666667,6.666666666666667
g4,359,0.0,0,188,7,150,2,0.03723404255319149,0.013333333333333334,0.004027667957658477,69.47096988470506,18.9108893510334,18.9108893510334,69.47096988470506,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663,18.9108893510334,18.9108893510334,10.0,10.0,10.0
g5,353,0.0,0,185,7,147,2,0.03783783783783784,0.013605442176870748,0.0038863737240420687,68.40174072553722,17.841660191865564,17.841660191865564,68.40174072553722,14.9071198499986,14.9071198499986,14.9071198499986,14.9071198499986,17.841660191865564,17.841660191865564,13.333333333333334,13.333333333333334,13.333333333333334
g6,556,0.0,0,291,12,231,3,0.041237113402061855,0.012987012987012988,0.006284415103662651,50.95372571353027,13.905007965494756,13.905007965494756,50.95372571353027,17.950549357115015,17.950549357115015,17.950549357115015,17.950549357115015,13.905007965494756,13.905007965494756,13.905007965494756,13.905007965494756,13.905007965494756
g7,673,0.0,0,353,14,279,3,0.039660056657223795,0.010752688172043012,0.007548121911608133,44.04785339396483,20.8108802850602,20.8108802850602,44.04785339396483,21.081851067789195,21.081851067789195,21.081851067789195,21.081851067789195,20.8108802850602,20.8108802850602,20.0,20.0,20.0
g8,633,0.0,0,332,13,263,3,0.0391566265060241,0.011406844106463879,0.007090210247981936,53.32834573897234,12.543961904931274,12.543961904931274,53.32834573897234,24.267032964268395,24.267032964268395,24.267032964268395,24.267032964268395,12.543961904931274,12.543961904931274,12.543961904931274,12.543961904931274,12.543961904931274
g9,635,0.0,0,333,13,263,3,0.03903903903903904,0.011406844106463879,0.007174726735260228,49.211494101084654,8.427110267043597,8.427110267043597,49.211494101084654,27.48737083745107,27.48737083745107,27.48737083745107,27.48737083745107,8.427110267043597,8.427110267043597,8.427110267043597,8.427110267043597,8.427110267043597
g10,698,0.0,0,366,15,289,3,0.040983606557377046,0.010380622837370242,0.00794624167935065,47.63602344759312,6.851639613552061,6.851639613552061,47.63602344759312,30.73181485764296,30.73181485764296,30.73181485764296,30.73181485764296,6.851639613552061,6.851639613552061,6.851639613552061,6.851639613552061,6.851639613552061
