GEOID,POPULATION,coverage_pct,pop_with_access,COMMUTERS_TOTAL,TRANSIT_COMMUTERS,HOUSEHOLDS_TOTAL,ZERO_VEH_HH,transit_commuter_share,zero_vehicle_share,MEDIAN_RENT_PER_ROOM,min_grocery_minutes,min_transit_minutes,min_access_minutes,min_gtfs_minutes
g1128,193,0.990377574217189,191,109,13,75,3,0.11926605504587157,0.04,0.1493023644414738,14.660487724599166,3.7203022915861164,14.660487724599166,116.45643793360813
g1129,193,1.0,193,109,13,75,3,0.11926605504587157,0.04,0.1493023644414738,9.65472067600212,1.0936758989477142,9.65472067600212,114.20531621340791
g1130,198,1.0,198,111,14,77,4,0.12612612612612611,0.05194805194805195,0.14587937756554886,8.785492529005639,4.3835853322714895,8.785492529005639,112.01334705580264
g1131,226,1.0,226,126,20,91,5,0.15873015873015872,0.054945054945054944,0.12770223543262127,1.1135211073750046,0.8884066898648266,1.1135211073750046,109.88441764423379
g1132,226,1.0,226,126,20,91,5,0.15873015873015872,0.054945054945054944,0.12762212116766905,7.6695022045106365,4.371450789566056,7.6695022045106365,107.82263611503693
g1133,226,1.0,226,126,20,91,5,0.15873015873015872,0.054945054945054944,0.12762212116766905,9.525023170035222,3.326081140714062,9.525023170035222,105.83232815477899
g1134,164,0.619330542584881,102,96,11,67,3,0.11458333333333333,0.04477611940298507,0.12468734130366334,14.513993301474754,1.5649939526034982,14.513993301474754,103.91802892227867
g1135,127,0.0,0,58,9,45,1,0.15517241379310345,0.022222222222222223,0.21574863908903447,20.89718004795595,5.906184424602459,20.89718004795595,102.084469344696
g1136,124,0.0,0,55,8,43,1,0.14545454545454545,0.023255813953488372,0.2240507345267721,22.739149471631112,5.973314033716271,22.739149471631112,100.33655580574509
g1137,124,0.0,0,55,8,43,1,0.14545454545454545,0.023255813953488372,0.2240507345267721,25.81499256006834,2.8784178935168816,25.81499256006834,98.67934226605587
g1138,124,0.0,0,55,8,43,1,0.14545454545454545,0.023255813953488372,0.2240507345267721,28.994919722290927,0.27149928092692593,28.994919722290927,97.1179939506846
g1139,124,0.0,0,55,8,43,1,0.14545454545454545,0.023255813953488372,0.2240507345267721,32.75002255392227,4.05661210033705,32.75002255392227,95.6577419268542
