GEOID,POPULATION,coverage_pct,pop_with_access,COMMUTERS_TOTAL,TRANSIT_COMMUTERS,HOUSEHOLDS_TOTAL,ZERO_VEH_HH,transit_commuter_share,zero_vehicle_share,MEDIAN_RENT_PER_ROOM,min_grocery_minutes,min_transit_minutes,min_access_minutes,min_gtfs_minutes,min_grocery_minutes_fb_1,min_grocery_minutes_fb_2,min_grocery_minutes_fb_3,min_grocery_minutes_fb_4,min_grocery_minutes_fb_5,min_grocery_minutes_fb_6,min_grocery_minutes_fb_7,min_grocery_minutes_fb_8,min_grocery_minutes_fb_9,min_grocery_minutes_fb_10,min_access_minutes_fb_1,min_access_minutes_fb_2,min_access_minutes_fb_3,min_access_minutes_fb_4,min_access_minutes_fb_5,min_access_minutes_fb_6,min_access_minutes_fb_7,min_access_minutes_fb_8,min_access_minutes_fb_9,min_access_minutes_fb_10
g21,100,0.0,0,38,1,28,2,0.02631578947368421,0.07142857142857142,0.1937604793121271,45.66504399970976,28.85754322520842,45.66504399970976,239.28285496972015,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,4.714045207910317,4.714045207910317,4.714045207910317,4.714045207910317,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,45.66504399970976,4.714045207910317,4.714045207910317,4.714045207910317,4.714045207910317
g22,90,0.0,0,45,6,31,3,0.13333333333333333,0.0967741935483871,0.1773690940294672,21.157242706647654,5.758748473686245,21.157242706647654,239.86584054366816,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,21.157242706647654,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598
g23,537,0.0,0,218,13,163,11,0.05963302752293578,0.06748466257668712,0.16989178143439565,19.722502562416686,2.9910804612366815,19.722502562416686,240.24176976323,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,13.743685418725535,13.743685418725535,13.743685418725535,13.743685418725535,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,19.722502562416686,13.743685418725535,13.743685418725535,13.743685418725535,13.743685418725535
g24,46,0.0,0,26,4,18,2,0.15384615384615385,0.1111111111111111,0.1705749812233998,22.457487712973144,5.878743066320146,22.457487712973144,240.6735749840208,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,16.99673171197595,16.99673171197595,16.99673171197595,16.99673171197595,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,22.457487712973144,16.99673171197595,16.99673171197595,16.99673171197595,16.99673171197595
g25,1120,0.0,0,422,12,323,18,0.02843601895734597,0.05572755417956656,0.16645459178479932,20.60536250166093,10.77236708755471,20.60536250166093,241.16088848133018,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.275875100994064,20.275875100994064,20.275875100994064,20.275875100994064,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.60536250166093,20.275875100994064,20.275875100994064,20.275875100994064,20.275875100994064
g26,551,0.0,0,310,20,157,6,0.06451612903225806,0.03821656050955414,0.1705066455397059,38.249672510587466,13.849420914479055,38.249672510587466,242.3003540554275,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,26.8741924943285,26.8741924943285,26.8741924943285,26.8741924943285,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,38.249672510587466,26.8741924943285,26.8741924943285,26.8741924943285,26.8741924943285
g27,2640,0.0,0,1485,90,739,24,0.06060606060606061,0.03247631935047361,0.16830987452175436,42.65828413211882,10.353011043191293,42.65828413211882,242.9515605161939,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,30.184617127124724,30.184617127124724,30.184617127124724,30.184617127124724,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,42.65828413211882,30.184617127124724,30.184617127124724,30.184617127124724,30.184617127124724
g28,144,0.0,0,58,5,44,2,0.08620689655172414,0.045454545454545456,0.17157889853720432,37.70949752397033,3.830989948893003,37.70949752397033,235.56712140118864,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,17.950549357115015,17.950549357115015,17.950549357115015,17.950549357115015,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,37.70949752397033,17.950549357115015,17.950549357115015,17.950549357115015,17.950549357115015
g29,126,0.0,0,57,6,38,2,0.10526315789473684,0.05263157894736842,0.1947893346277122,34.07400314569721,5.387094539999168,34.07400314569721,235.4870633119499,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,14.9071198499986,14.9071198499986,14.9071198499986,14.9071198499986,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,34.07400314569721,14.9071198499986,14.9071198499986,14.9071198499986,14.9071198499986
g30,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,36.66504025442354,9.228547253996153,36.66504025442354,235.4651102781497,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,36.66504025442354,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663
g31,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,34.47589072981628,8.543439199379502,34.47589072981628,235.50128231630774,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,9.428090415820634,9.428090415820634,9.428090415820634,9.428090415820634,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,34.47589072981628,9.428090415820634,9.428090415820634,9.428090415820634,9.428090415820634
g32,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,30.195195069217085,4.26274353878032,30.195195069217085,235.59554645008473,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,7.4535599249993,7.4535599249993,7.4535599249993,7.4535599249993,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,30.195195069217085,7.4535599249993,7.4535599249993,7.4535599249993,7.4535599249993
g33,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,32.600038642129554,6.667587111692785,32.600038642129554,235.74781686040637,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,32.600038642129554,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
g34,149,0.0,0,64,6,41,3,0.09375,0.07317073170731707,0.19599629454874334,28.450772876205676,11.536101617427434,28.450772876205676,235.9579552752671,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,7.4535599249993,7.4535599249993,7.4535599249993,7.4535599249993,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,28.450772876205676,7.4535599249993,7.4535599249993,7.4535599249993,7.4535599249993
g35,223,0.0,0,84,2,63,4,0.023809523809523808,0.06349206349206349,0.19349585733491567,24.76439812445159,14.373050313843194,24.76439812445159,236.2257715950937,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,9.428090415820634,9.428090415820634,9.428090415820634,9.428090415820634,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,24.76439812445159,9.428090415820634,9.428090415820634,9.428090415820634,9.428090415820634
g36,139,0.0,0,61,6,39,3,0.09836065573770492,0.07692307692307693,0.19299928815645,18.651460829993717,8.260113019385324,18.651460829993717,236.55102474709904,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,18.651460829993717,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663
g37,118,0.030721127130043505,4,66,11,45,4,0.16666666666666666,0.08888888888888889,0.17079155181700886,17.70829282431204,3.702960743760995,17.70829282431204,236.93342375972924,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,14.9071198499986,14.9071198499986,14.9071198499986,14.9071198499986,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,17.70829282431204,14.9071198499986,14.9071198499986,14.9071198499986,14.9071198499986
g38,119,0.3784514670210362,45,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,15.007068588460331,2.5668626433203423,15.007068588460331,237.3726290461478,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331,15.007068588460331
g39,118,0.15386732586780322,18,65,11,45,4,0.16923076923076924,0.08888888888888889,0.1705749812233998,16.249151789209524,6.416156375103301,16.249151789209524,237.86825388374044,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524,16.249151789209524
g40,105,9.300371570461664e-05,0,59,10,40,4,0.1694915254237288,0.1,0.1705749812233998,22.063171324248554,12.233044787250911,22.063171324248554,238.41986607490082,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554,22.063171324248554
g41,123,0.0,0,68,11,46,4,0.16176470588235295,0.08695652173913043,0.17057482849757022,21.853892859036534,12.023766322038888,21.853892859036534,239.0269897728907,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534,21.853892859036534
g42,2762,0.0,0,1554,96,776,26,0.06177606177606178,0.03350515463917526,0.17036719516850896,43.735502841591064,11.430229752663537,43.735502841591064,239.68910745537934,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,30.73181485764296,30.73181485764296,30.73181485764296,30.73181485764296,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,43.735502841591064,30.73181485764296,30.73181485764296,30.73181485764296,30.73181485764296
g43,445,0.0,0,181,16,137,7,0.08839779005524862,0.051094890510948905,0.19146733729787002,32.01306698178967,3.062006770879719,32.01306698178967,232.1541272825387,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,32.01306698178967,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
g44,99,0.0,0,47,6,28,2,0.1276595744680851,0.07142857142857142,0.19567108567114777,31.530125974009177,7.553032432650165,31.530125974009177,232.1317846634891,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,14.14213562373095,14.14213562373095,14.14213562373095,14.14213562373095,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,31.530125974009177,14.14213562373095,14.14213562373095,14.14213562373095,14.14213562373095
g45,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,27.10809309974302,5.661060587802732,27.10809309974302,232.1685985726739,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,27.10809309974302,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663
g46,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,26.876470608327736,0.9440190778909706,26.876470608327736,232.2645342476414,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,26.876470608327736,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598
g47,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,26.09949945445078,4.483654662956571,26.09949945445078,232.4195012265755,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,10.0,10.0,10.0,10.0,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,26.09949945445078,10.0,10.0,10.0,10.0
g48,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,22.9380484120616,0.29894819028044756,22.9380484120616,232.63335377383657,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,22.9380484120616,10.540925533894598,10.540925533894598,10.540925533894598,10.540925533894598
g49,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,21.242602448774768,6.628882232184782,21.242602448774768,232.90589156247557,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,21.242602448774768,12.01850425154663,12.01850425154663,12.01850425154663,12.01850425154663
g50,102,0.022791450228791744,2,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,15.998716408725988,5.459741431924052,15.998716408725988,233.23686060629763,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,14.14213562373095,14.14213562373095,14.14213562373095,14.14213562373095,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,15.998716408725988,14.14213562373095,14.14213562373095,14.14213562373095,14.14213562373095
g51,112,0.70733116774005,79,59,9,39,3,0.15254237288135594,0.07692307692307693,0.18004122130973413,14.863400332721142,4.814292112419934,14.863400332721142,233.62595443142968,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142,14.863400332721142
g52,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,12.527139180356999,4.32715270402289,12.527139180356999,234.0728154749191,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999,12.527139180356999
g53,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,12.192824552239982,2.3626980152423336,12.192824552239982,234.57703669569818,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982,12.192824552239982
g54,119,0.6106001124331064,73,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,15.726433539767731,5.896307002770083,15.726433539767731,235.13816338132878,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731,15.726433539767731
